"coord" "Ace2" "Adora2a" "Aldh1l1" "Amigo2" "Ano3" "Aqp4" "Ar" "Arhgap36" "Avpr1a" "Avpr2" "Baiap2" "Bdnf" "Blank_1" "Blank_2" "Blank_3" "Blank_4" "Blank_5" "Bmp7" "Brs3" "Calcr" "Cbln1" "Cbln2" "Cckar" "Cckbr" "Ccnd2" "Cd24a" "Cdkn1a" "Cenpe" "Chat" "Coch" "Col25a1" "Cplx3" "Cpne5" "Creb3l1" "Crhbp" "Crhr1" "Crhr2" "Cspg5" "Cxcl14" "Cyp19a1" "Cyp26a1" "Cyr61" "Dgkk" "Ebf3" "Egr2" "Ermn" "Esr1" "Etv1" "Fbxw13" "Fezf1" "Fn1" "Fst" "Gabra1" "Gabrg1" "Gad1" "Galr1" "Galr2" "Gbx2" "Gda" "Gem" "Gjc3" "Glra3" "Gpr165" "Greb1" "Grpr" "Htr2c" "Igf1r" "Igf2r" "Irs4" "Isl1" "Kiss1r" "Klf4" "Krt90" "Lepr" "Lmod1" "Lpar1" "Man1a" "Mc4r" "Mki67" "Mlc1" "Myh11" "Ndnf" "Ndrg1" "Necab1" "Nos1" "Npas1" "Npy1r" "Npy2r" "Ntng1" "Ntsr1" "Nup62cl" "Omp" "Onecut2" "Opalin" "Oprd1" "Oprk1" "Oprl1" "Oxtr" "Pak3" "Pcdh11x" "Pdgfra" "Pgr" "Plin3" "Pnoc" "Pou3f2" "Prlr" "Ramp3" "Rgs2" "Rgs5" "Rnd3" "Rxfp1" "Scgn" "Selplg" "Sema3c" "Sema4d" "Serpinb1b" "Serpine1" "Sgk1" "Slc15a3" "Slc17a6" "Slc17a7" "Slc17a8" "Slc18a2" "Slco1a4" "Sox4" "Sox6" "Sox8" "Sp9" "Synpr" "Syt2" "Syt4" "Sytl4" "Tacr1" "Tacr3" "Tiparp" "Tmem108" "Traf4" "Trhr" "Ttn" "Ttyh2" "Adcyap1" "Cartpt" "Cck" "Crh" "Fos" "Gal" "Gnrh1" "Mbp" "Nnat" "Nts" "Oxt" "Penk" "Scg2" "Sln" "Sst" "Tac1" "Tac2" "Th" "Trh" "Ucn3" "Vgf" "ODMature2" "ODImmature1" "Inhibitory" "Excitatory" "Microglia" "Ambiguous" "Astrocyte" "Endothelial2" "Endothelial3" "Endothelial1" "ODMature1" "ODMature4" "Pericytes" "ODMature3" "Ependymal" "ODImmature2"
"625x1675" 0 0 4.808273992 14.622078198 0 0 4.041270488 8.082596065 1.347091388 0 3.077640549 1.730549161 0 0 0 0 3.077640549 0 0 13.47104853 0.67355504 6.445467117 0.67355504 5.191701343 2.404104201 4.041270488 7.212348513 0 0 0.67355504 3.077640549 1.347091388 0.67355504 0.67355504 0 0.67355504 0.67355504 11.835074511 5.191701343 0 0 0 3.367772403 0 0.67355504 19.03549146 2.02064717 2.404104201 0 0.67355504 0 0 7.792586346 0.67355504 45.217471224 0 0 0 0.67355504 0 42.877543558 2.404104201 16.932231134 0 0 0 5.481829774 5.191701343 32.425197204 2.694196564 0.67355504 0 0 0.67355504 0 12.40478119 0 0.67355504 0.67355504 5.388369095 0 0.67355504 35.578612174 1.347091388 0.67355504 1.347091388 0 1.347091388 2.02064717 0.67355504 0 1.730549161 3.751196331 6.922276575 0 0.67355504 8.17610056 0.67355504 17.989188553 6.062037185 6.155379168 2.694196564 0.67355504 5.388369095 0.67355504 10.10452535 0 0 0 0.67355504 0 0 0 0 12.98431376 0.67355504 0.67355504 74.42233958 0 2.02064717 0 0 0 0 0.67355504 0 5.865256383 0 2.02064717 0 17.897770241 0 1.730549161 2.02064717 0.67355504 4.714917956 0 1.347091388 0 43.26902938 0.021339198 0.108486706 0.021927297 0.015012989 NA 0.015447559 0.059292845 0.571701255 0.223089108 0.011449258 0.0241843 0.032288288 0.170525825 0.69652397 0.030943821 0.028335906 0 0 0.02510889 0.003570531 0.08493015 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"625x1725" 0.735121935 0 17.64232178 1.470244836 1.123048913 25.73006409 0 1.858170848 1.123048913 1.123048913 4.492246237 0 1.470244836 0 0 0 0.735121935 1.470244836 0.735121935 0 0 3.328432435 0.735121935 0 5.962491073 2.981207774 8.208623904 0 0 0.735121935 1.470244836 0 1.123048913 0 0 0 1.123048913 2.205383522 6.268871228 0 0 0.735121935 0.735121935 0 0 3.67562853 1.470244836 0 0 0 21.33572223 0 2.246085839 2.205383522 0 0 1.470244836 0 0 0 1.470244836 0 0 0 0 0 64.702954046 4.063536829 2.593293749 0 1.470244836 25.444998995 0 0 0 4.492246237 1.123048913 0 0 36.0168961 0 0 30.62679907 0 0.735121935 0 0 0 0 0 0 0 1.858170848 0 0 0 0.735121935 1.123048913 5.574564156 0.735121935 0 0 1.123048913 0 3.67562853 0 0 0.735121935 21.255101434 6.268871228 0 0 0 5.615306946 2.205383522 0 1.858170848 7.820690468 0 2.593293749 0 0.735121935 0 34.00127195 2.205383522 5.145822315 11.067635117 0 0 0.735121935 0.735121935 0 1.123048913 1.470244836 1.470244836 0 1.470244836 0.735121935 0 12.49584246 0.044393148 0.067209697 0.055110011 0.030414067 NA 0.030500896 0.096908355 0.184144116 0.343509182 0.018327565 0 0 0 0.531292626 0.035149442 0.018967189 0 0 0.040938524 0.024503083 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
"625x1775" 0 1.23059128 12.404179125 23.215654217 1.266783277 5.347038307 8.808705721 5.744814346 0 1.266783277 7.492233939 1.841273615 3.669107083 0 0 0 1.841273615 0.633390405 4.021344291 19.77621608 0.633390405 13.951957068 3.741456752 2.379559535 1.148968255 10.600280545 9.590619467 0.574490338 0.633390405 2.533621267 8.234215383 2.497374557 3.01294994 0.574490338 0 1.841273615 0 7.247253044 3.049181957 0 0 3.035716678 6.333984707 0 0.633390405 1.148968255 1.723453722 1.900213702 0 0 33.862846635 0.633390405 6.813313874 3.528510396 60.51803852 0.574490338 3.130804982 0 5.628192754 0 1.207880743 5.700543022 37.889965949 0 0.633390405 4.654734696 32.396046398 6.836145117 8.734961701 7.880578944 0 3.6918055 1.148968255 0 0.633390405 0 5.46488553 2.46122634 0.633390405 14.996628355 0 7.95807974 42.404211469 1.863981685 1.266783277 1.23059128 3.528510396 0 1.266783277 0 1.207880743 1.148968255 1.266783277 1.23059128 1.23059128 1.78235866 12.433169836 0 16.968437145 5.641713929 1.900213702 2.931309521 0 4.93593038 1.900213702 9.626791579 0.633390405 0.633390405 8.614130216 5.582722594 0 0.574490338 0 1.863981685 17.001229922 0 0.574490338 5.496921207 1.805081618 1.841273615 0 0 7.600822797 73.83417927 11.138622715 1.723453722 2.297919116 0 0 0.633390405 26.735016551 0 0.574490338 1.207880743 1.900213702 5.428724098 1.148968255 0 0 6.564203615 0.001558382 0.11295718 0.021267238 0 NA 0.039161409 0.071453799 0 0.093173373 0.000696567 0.038466696 0 0.372992932 0 0.060255129 0.009288442 0 0 0.018985256 0.005873577 0.159249721 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0
"675x25" 0 0 7.715137135 31.401526079 0.736880743 12.131165773 6.087998285 1.864866381 1.201760114 0 5.237833707 1.938640857 0 0 0.736880743 0.663106267 3.803520278 3.264856651 0 0.736880743 21.206089992 13.870196401 5.475547364 0 2.675533996 1.989303427 16.549366796 3.32230044 1.938640857 0 2.601747124 0.663106267 12.543954577 2.527975908 0 2.873734349 0 16.750570967 4.342202732 0 2.601747124 5.907659844 2.585419697 0 1.326215794 0.736880743 0 5.92405996 2.136880149 1.201760114 34.936088344 1.39998701 9.454257662 5.079095871 0 5.327948006 6.570766111 0.736880743 5.673768444 0.736880743 3.463077309 2.527975908 14.862675629 0.663106267 0.736880743 0 68.535766262 9.522621739 2.403533268 0.736880743 1.39998701 6.372539215 0 0.736880743 1.326215794 2.136880149 0 0.663106267 5.385409373 14.104076289 0 0.736880743 30.440254455 70.23214172 1.864866381 0.663106267 8.12796327 2.403533268 20.938633004 0 1.201760114 1.938640857 3.87730715 0.736880743 1.201760114 0 20.721668436 1.39998701 43.190739437 0 2.063096537 3.140414011 0.663106267 0.663106267 2.675533996 1.201760114 0.736880743 3.389294753 5.180391814 5.526216312 26.584088098 0.663106267 2.527975908 5.833885368 20.921183592 0.736880743 1.201760114 3.248525964 0.663106267 53.22212796 0 0 1.39998701 45.273142324 10.951038242 2.403533268 2.403533268 0.736880743 0 0 67.27320357 1.201760114 3.729749062 0 1.864866381 5.187166821 4.075494463 6.331506159 0 6.372539215 0.272018907 0.212455011 0.409546637 0.148635913 NA 0.022644133 0.184914363 0 0.489942918 0.048167452 0 0 0 1.942287921 0 0.324173053 0.035606251 0 0 0.033632294 0.108627763 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0
"675x75" 0 0 0 0 0 2.341180976 0 0 0 0 0 0 0 0 0 0 0 1.170601006 0 0 1.170601006 1.170601006 0 0 3.511801663 0 1.170601006 0 0 1.170601006 0 0 2.341180976 1.170601006 0 0 0 0 0 0 0 1.170601006 0 0 1.170601006 0 0 0 0 0 22.2434184 1.170601006 0 0 0 0 0 0 1.170601006 0 0 0 1.170601006 0 0 0 19.89777264 0 0 0 0 0 0 1.170601006 0 0 0 0 1.170601006 2.341180976 2.341180976 1.170601006 21.06988143 0 0 0 0 0 0 0 0 0 1.170601006 1.170601006 0 0 0 0 1.170601006 1.170601006 1.170601006 0 0 0 1.170601006 0 0 0 18.72876956 0 0 0 0 0 1.170601006 0 1.170601006 1.170601006 0 1.170601006 0 0 0 30.43402542 1.170601006 0 0 0 0 0 3.511801663 3.511801663 0 1.170601006 0 0 1.170601006 0 0 0 0 0.034925291 0.066620681 0.002368246 NA 0 0.056257973 0 0.047871431 0.022448872 0 0 0 0.450440774 0.008760574 0 0 0 0.044030052 0.012781594 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"675x125" 2.216769927 7.688797143 36.641518214 23.799051942 0.761945359 114.880315868 3.440264383 4.622598596 0.738921592 2.683155035 1.775391422 1.154428257 1.382908107 0.761945359 0.392483315 0.392483315 0 4.184023749 0 0.369462044 36.511985639 13.232495775 1.131404907 1.405929378 15.376783284 0.761945359 3.943294089 1.177459069 0.369462044 0.392483315 1.916380661 0 10.066499502 7.259547533 0 1.500868714 1.013446063 15.961573027 27.971162595 0 0.392483315 6.497600828 3.07563835 0.369462044 1.500868714 0.761945359 0.392483315 4.20704284 0.392483315 0 17.556947183 1.546921113 17.498955118 3.832801901 1.013446063 0.761945359 3.322349172 4.066063142 8.268351523 1.546921113 1.775391422 17.229199108 6.095570934 0.369462044 0 1.752367655 45.210098494 8.004528889 0.738921592 0.369462044 1.939443561 15.412245736 0 0.392483315 5.62660478 4.243683355 7.593819168 0.761945359 0.784966213 85.289305375 62.574061015 1.500868714 41.619524508 24.092877226 13.224881634 0.369462044 7.196586297 2.929826724 5.703069059 0 0 0.761945359 7.141587343 0.738921592 2.683155035 0 18.536595358 0 23.555064135 7.039962538 11.550265721 1.477821403 10.540671941 0.392483315 8.547537606 1.405929378 0.369462044 2.952889624 130.297212915 10.459256853 3.717621625 0.392483315 2.026913428 3.802304774 13.419606683 0 1.500868714 9.521026431 1.131404907 30.777234064 0.392483315 0 0 9.262155166 6.885414369 3.052617079 16.736863032 1.131404907 0.784966213 1.752367655 50.191469663 0.369462044 0.761945359 2.514314777 8.296022645 0.392483315 2.883750781 1.154428257 0 15.156039673 0.063903643 0.21318143 0.335205951 0.086037376 NA 0.002276505 0.216885994 0.010523459 0.437531318 0.107655144 0 0 0 1.32922662 0.027173958 0.047078687 0.001651118 0 0.036652455 0.095481696 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0
"675x175" 0.51147163 0.25572922 0 10.22793785 0.25572922 3.116291329 2.045860438 1.790101483 2.349114535 0 2.301566126 0.51147163 0 0.25572922 0 0.51147163 0.51147163 0.767176794 0 0 10.9977553 10.068532013 0.51147163 0 1.022926017 0 3.372040552 0.25572922 0.51147163 0.25572922 0.25572922 0.51147163 2.557295967 0.767176794 0.25572922 0.25572922 0 4.858817903 0.25572922 2.349114535 0.25572922 0.25572922 0 0.25572922 0.51147163 32.88441561 2.349114535 2.860586165 0 0.25572922 0 1.278662473 23.577094675 2.557295967 0 0.25572922 0.51147163 0 9.717660601 0 24.257809214 11.25180286 7.160372808 0 0.25572922 1.278662473 4.858817903 1.790101483 0.25572922 0 0.767176794 0 0.25572922 0.25572922 0.25572922 0.25572922 0 2.860586165 0.767176794 2.301566126 0 0.767176794 52.76545066 22.75745963 1.790101483 0 3.580258612 0.767176794 5.162142584 0.25572922 0.767176794 1.534369889 0.51147163 5.465407124 0.25572922 0.51147163 12.27394458 0 12.321473316 13.648847089 0.767176794 0.767176794 9.396807429 3.116291329 0 1.022926017 0.25572922 8.534160265 0 2.813028049 2.301566126 0.25572922 0.25572922 0 11.556158843 0.25572922 0 109.091591717 5.417855111 26.85479714 0 0.25572922 0 0.767176794 4.091667086 0.25572922 10.419733446 1.278662473 0.25572922 0.25572922 38.87493609 2.349114535 0 0.51147163 0.51147163 1.278662473 0.51147163 2.301566126 0 56.38521327 0.047895559 0.051049089 0.1768392 0.034505967 NA 0.005269717 0.079189279 1.237190474 0.118438221 0.044284904 0 0 0 0.332846083 0 0.083343046 0.006967375 0 0.013374099 0.003566371 0.022068492 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"675x225" 0.71806662 0 1.693216242 8.413094976 0.71806662 4.212221128 2.668392576 6.210806673 2.668392576 4.056528433 2.668392576 0 0.975149622 0 0 0 0 0 0 0 27.24194405 8.161101836 0 0 1.950325956 1.436183514 5.648404642 1.130983073 0 0 0.975149622 3.38650947 6.210806673 2.411333136 0 0 0 10.106424939 10.05350469 0 0 0 0 0 0.71806662 0 0 2.106132695 0.71806662 0 0 1.693216242 40.636531783 4.822634906 0.71806662 0 2.668392576 1.130983073 5.0798236 1.130983073 1.849049693 11.960387143 11.338609543 0.71806662 0.71806662 0.975149622 5.02656715 1.436183514 0.71806662 0 0 0.71806662 0 0 0.71806662 0 1.130983073 0.71806662 1.130983073 3.237044794 0.975149622 0 11.906544244 43.313668348 6.928837383 0 6.671703417 1.436183514 9.184318256 2.15427824 0 2.15427824 0.71806662 0 0.71806662 0 9.38831438 0.71806662 18.830153161 11.028654312 1.849049693 1.950325956 0 0 0 0.975149622 0 5.498975751 2.567166587 5.336904755 4.618787861 0 81.737953404 0 28.955172853 0 4.212221128 21.786508896 5.241892749 30.83306469 0 0 0 0.975149622 2.411333136 2.106132695 0 0 0.71806662 1.693216242 53.41559612 2.106132695 4.56554401 0.975149622 0.975149622 3.129427862 2.15427824 3.38650947 0 0 0.162104658 0.140825374 0.167939061 0.10245935 NA 0.027600352 0.1323289 0 0.234298985 0.066219623 0.010338727 0 0 0.725132008 0.009906107 0.129398438 0.018263789 0 0.012522074 0.048736499 0.073738901 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0
"675x275" 1.067330919 0 25.120440545 25.591700865 3.04866045 41.39782787 4.70252875 6.810143991 0 0.907084779 7.055895944 0.907084779 1.0333868 0 0 0 1.940471579 3.208901561 1.0333868 0 7.233794052 36.984703994 6.114905579 0 9.296823724 1.074244752 0.907084779 1.074244752 0 3.181859993 0 1.067330919 20.969796918 2.107631552 1.074244752 1.814167868 2.134656809 33.462357105 34.178736104 0 0 2.134656809 3.04866045 0 0 1.074244752 0 2.100717719 1.0333868 0 17.07590291 1.0333868 14.684650122 4.989130339 1.0333868 0 5.936978302 0.907084779 19.383658878 0 2.148473193 13.709665568 18.739611681 1.074244752 1.0333868 0.907084779 48.381330796 12.379401055 0.907084779 1.0333868 0.907084779 1.074244752 1.0333868 3.141006234 1.067330919 1.981329531 3.168043609 1.0333868 0.907084779 63.196797457 2.134656809 1.0333868 26.61163453 15.768771496 14.419143753 1.074244752 8.958671128 1.067330919 15.840565198 0 3.04866045 2.148473193 4.167483324 1.067330919 1.0333868 2.107631552 15.691013323 1.0333868 21.075196713 5.889217799 0.907084779 3.014716331 4.122888891 3.181859993 12.72700862 3.181859993 1.0333868 3.04866045 36.72427228 15.204085613 0.907084779 2.847554668 1.814167868 6.090450857 20.935804066 1.0333868 0 10.196915912 3.141006234 54.309085383 0 0.907084779 0.907084779 35.18943085 12.583812179 7.164679298 12.822584411 11.970315654 1.074244752 0 50.222923341 0 9.088868605 0 3.014716331 3.75456099 8.37838357 8.181785516 1.940471579 14.957259774 0.06759415 0.090086651 0.03621402 0.101856265 NA 0.035759077 0.105422175 0 0.384029641 0.059559979 0 0 0.226889902 1.352864294 0.01804834 0.180261474 0.016259691 0 0.018968128 0.017253048 0.060401104 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0
"675x325" 4.539620325 2.269791044 1.513217065 10.225463013 0 1.387836387 1.893743281 1.387836387 0.631248029 0 3.787513372 0 1.262507357 0.631248029 0 0 0 1.262507357 0 1.262507357 0.631248029 37.496035045 1.262507357 1.513217065 5.300730437 0.631248029 2.019095715 1.387836387 0 0 0.631248029 0 11.99271763 0 0 0 0 12.495303234 3.28159549 0 0 3.782995805 0 0 2.019095715 0.756588358 0.631248029 0 0 0.756588358 22.69736184 2.019095715 8.206403387 0.631248029 0.631248029 0.631248029 0.631248029 0 0 0.631248029 0 6.312569387 3.15632979 0 0 6.943831069 29.138105757 6.437873395 1.262507357 0 1.893743281 3.026428579 0 2.269791044 0.756588358 1.513217065 0 0.631248029 0 4.92017186 0 0.756588358 31.405195007 18.93884513 17.67669386 0.631248029 0.631248029 0 3.15632979 0 0 0.631248029 1.387836387 0 0.631248029 0.631248029 10.856001068 0 8.206403387 0.631248029 0 0 2.269791044 1.513217065 2.525007132 0.631248029 0.631248029 3.28159549 49.1764579 3.15632979 0.631248029 0 0 6.558728886 12.6238546 0 0 2.650331639 2.650331639 18.93884513 0 0 0 33.041831887 3.28159549 2.775724422 0.756588358 2.650331639 0.631248029 0 30.425615508 1.893743281 0 0.756588358 2.144465094 4.418761045 0.631248029 0 0 1.513217065 0.056905463 0.028808995 0.045827362 0.048436735 NA 0.017938405 0.046235944 0 0.071066552 0.02730109 0.00322628 0 0.278733374 0.436878346 0.027136116 0.015903836 0 0 0.038804925 0.033339706 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0
"675x375" 0 1.721321727 0.592538719 7.058284691 0 0 1.07252606 2.962689097 1.665064779 0.536278667 4.489448327 2.25756912 0 0 0.536278667 0 0.592538719 8.412140891 0 0 3.30438515 43.95087749 4.37691121 0.592538719 3.248125098 2.850127956 2.145067712 0 0.536278667 3.442682027 3.978951247 0.536278667 8.948447681 5.025726994 2.711846431 3.248125098 0 17.027105061 8.775346037 1.128817386 0 0 2.962689097 0 1.128817386 0.592538719 0 0 0 0 1.07252606 2.711846431 7.395786825 1.721321727 0.592538719 0 2.25756912 0 3.442682027 0.536278667 0.592538719 5.423770254 7.875868459 0 0 3.217644784 13.269171529 5.276517997 10.3064835 0.536278667 2.79383834 0 2.711846431 1.18504306 0 1.60879528 2.201333999 1.18504306 1.18504306 5.475217587 0 0 13.835955971 22.052081381 26.226607899 0 3.810183503 7.145091981 2.737606431 4.147661727 0 0.536278667 5.025726994 0 0.592538719 1.128817386 15.946680306 0.536278667 21.287279921 3.840663817 0 0 0 2.25756912 1.07252606 0 0 2.201333999 0.536278667 18.606008151 0 0 0.592538719 25.446410037 9.87781351 0 0 0.592538719 0.592538719 45.29677188 0 0 0 5.505684771 3.442682027 8.135661511 0.536278667 4.969415551 8.135661511 0 30.459459344 3.978951247 15.440983255 1.128817386 0.592538719 17.000624537 1.07252606 1.128817386 0 0 0.043242388 0.020359001 0.002823263 0.041695556 NA 0.015983999 0 0 0 0.042231867 0.026303307 0 0.422099266 0 0.008186784 0.104609845 0 0 0 0.009613153 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"675x425" 0 0 32.750647515 16.588401773 2.293838946 16.260425431 23.410694129 9.061098475 1.061958879 0 16.749001247 2.374090088 1.560412861 0 1.560412861 0 0 14.70001257 0 4.440389578 67.635831144 73.616052398 5.311696073 1.480161719 2.123920694 3.120880303 0 1.061958879 0 7.561269881 0 1.061958879 16.665472389 2.293838946 1.480161719 6.22840454 7.400594081 46.656615656 4.022276335 0 0 0 24.418255237 0 0 1.480161719 2.62237174 7.448654371 0 1.480161719 0 5.334407544 30.175700018 3.355797825 46.817091338 9.198882616 7.290363419 1.061958879 9.694429251 6.363981085 4.520730317 14.617412849 59.261816647 0 2.960317456 15.740642496 24.273824291 12.521819205 32.702421934 1.627362518 9.324298541 0 8.904343781 3.436048967 0.813677227 3.04057458 7.34929873 1.875636106 4.681329791 32.265702679 5.154821407 7.34929873 14.895948045 12.242564604 9.845773585 0 8.615852253 7.52528036 8.917711253 0 1.480161719 27.61767443 5.254066805 0 31.272254323 12.478015073 36.211218755 0 53.105194072 11.10855312 0 2.123920694 1.627362518 12.049606796 4.182839182 5.582689196 6.000802439 5.130348583 0.813677227 35.360512566 1.061958879 2.937597921 0 2.123920694 17.652345188 0 3.999588321 13.004963948 6.556965897 23.151721852 0 0.813677227 15.254207796 2.62237174 18.241917709 8.829460449 21.333456706 1.560412861 10.679044335 0 55.181857513 1.875636106 6.081197759 4.001455071 3.04057458 10.556646072 7.609217218 9.089378937 1.560412861 4.681329791 0.422697751 0.069857326 0.42082855 0.005751062 NA 0.619562872 0.032495102 0 0.10568282 0.020158142 3.419586638 0 0.591462755 0.155258041 0.024953116 0.077563817 0.005051926 2.498997113 0.197054422 3.57e-05 0.007465076 0 0 2 2 0 1 0 0 0 0 0 0 0 0 0 0
"675x475" 0 1.40375389 33.042866603 6.149158163 0.701884175 26.850819547 11.98673564 27.418658867 0 0 5.007916588 13.33507601 2.49759887 0 0 0.374643238 1.123880121 3.90135276 0.701884175 11.603898218 41.181973377 19.786556062 4.026183874 0 2.49759887 6.898406616 0.374643238 2.49759887 0 0.374643238 6.975792878 2.10563205 0 2.527634011 0 0.374643238 1.40375389 25.27006524 24.100678776 0 0.701884175 5.369930541 8.504700173 6.743369794 0.749242417 0.749242417 28.270367193 8.569155553 0 0 1.451126592 1.123880121 11.484449955 6.851036323 32.626054273 0 1.123880121 0 4.633292991 2.872242108 2.152996307 17.086405528 33.693100538 0.374643238 1.451126592 1.778397128 15.064674252 3.229512171 25.62033787 0 0.749242417 0 2.807588443 0.374643238 0.374643238 0.749242417 1.076527413 0 0.749242417 83.625830255 0 0 6.429067434 6.037045153 5.430018427 0.701884175 2.575045422 6.695954584 4.353437453 0 0.701884175 10.201440389 3.884056108 0.701884175 2.200387893 1.498503718 9.925606257 0 25.83915063 6.928532129 0.374643238 12.823851007 0 0.374643238 4.370760117 5.709850816 2.10563205 2.575045422 3.199483045 4.822827861 0.374643238 0 3.229512171 4.77545035 16.90148277 0 2.872242108 1.076527413 2.527634011 13.482426003 0.701884175 0.374643238 0.374643238 3.604135768 5.804642299 0.749242417 12.190446287 1.076527413 0.701884175 0.374643238 18.929305109 0 16.84431989 0.374643238 1.778397128 4.353437453 1.451126592 1.825764296 0 8.99128618 0.350530318 0.082009234 0.060337205 0.007142679 NA 0.06228488 0.047151872 0 0.300572192 0 0.015328037 0.51147163 0.837161547 0 0.014807534 0.051564703 0 0.021887296 0.024787926 0.042074232 0.108666692 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0
"675x525" 0.984129435 3.186800723 1.662747588 4.502060259 0 4.083462796 7.123336434 16.827069048 0 0.60927402 6.008002755 9.288689418 0 2.603141932 0 1.662747588 1.593403455 4.988388946 0.984129435 4.54578378 32.10155625 39.164333288 5.789942655 2.272021608 2.881301568 27.14624842 1.880779381 1.968246743 1.880779381 0 1.21855398 2.577520763 2.437082844 6.964739248 18.185437175 0.940394344 5.529932357 80.472211093 4.083462796 0 0 2.490053401 12.841174819 1.662747588 2.952391895 0.60927402 9.513846352 0.940394344 0 0 6.364652887 7.383342356 6.573506064 9.420994773 39.062224699 4.54578378 6.382867947 0 13.737805623 1.593403455 33.579647939 10.334112877 49.299487713 0.60927402 2.272021608 5.686034734 22.638867 7.601402456 38.183357845 0.60927402 0.940394344 1.924523779 2.577520763 1.968246743 0 0.60927402 0.60927402 1.593403455 0.940394344 7.27025412 1.662747588 5.250060468 9.004115815 1.21855398 8.585520321 1.549668364 4.196545387 8.157684703 0 3.325536689 0 45.03957128 7.217290359 0.60927402 5.555533827 0.984129435 20.451128994 7.523147415 25.494221654 22.529981045 72.200992454 4.805825347 1.549668364 2.202683415 1.662747588 2.577520763 0 1.593403455 32.153111895 4.849548311 0 0 10.847664113 0.60927402 9.58596959 2.272021608 1.593403455 3.587271367 1.593403455 9.070629318 0.984129435 0 0 3.543526969 10.524707658 5.20631607 29.31263574 0.60927402 0.940394344 4.736449616 14.218520814 5.205292808 0 1.549668364 1.662747588 12.42528318 35.617464844 0.60927402 0.60927402 3.325536689 0.489033358 0.621529223 0.019089434 0.085645073 NA 0.015109822 0.068045718 0 0.581775241 0.03897537 0.008794487 0 1.013347116 0.542248146 0.015801617 0.08970724 0 0 0.834177117 0.009263776 0.266124488 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0
"675x575" 0 0 29.501539813 6.460385263 2.663025989 34.62049907 0.767461653 23.138229934 0 0 14.295374034 6.139700596 0 0 0 0 0 16.144863687 0 0.767461653 20.72200954 16.277684447 1.534953516 0 0 3.069864966 3.069864966 3.069864966 0 0 0.767461653 1.534953516 2.302402467 0.767461653 1.534953516 0 6.139700596 66.619314958 41.280168773 0 0 0.767461653 3.837266337 0 0.767461653 0 4.604798452 4.765143394 0 0 0 6.660720432 3.23020258 11.78654276 2.462740927 0 1.534953516 0 4.604798452 0 43.599713045 3.069864966 18.732744599 0 2.302402467 1.534953516 14.495608145 3.430487642 23.543565856 0 3.069864966 0 1.534953516 0 2.663025989 0.767461653 0 0 0.767461653 42.654683159 0 10.65198723 2.302402467 0 1.534953516 0 0.767461653 5.372208829 0.767461653 0 0 22.25412486 5.372208829 0 3.430487642 0 3.997694443 0.767461653 13.768288029 5.732890955 71.615004099 0 6.09361915 2.302402467 2.462740927 3.837266337 0 3.837266337 0 3.430487642 0 0 0.767461653 0.767461653 7.834949756 2.663025989 3.997694443 17.639895307 1.534953516 8.442130532 0 0 0 0 6.660720432 3.23020258 42.470517329 0 0 0 7.674610828 1.534953516 3.837266337 0 0 3.837266337 56.63681848 0 0.767461653 10.65198723 0.142520413 0.117110633 0.041536958 0.015937521 NA 0.034567051 0.049544531 0 0.205756621 0.013265479 0 0 0 0.143886672 0.00256768 0 0 1.320848026 0.845002381 0.019620255 0.016005596 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0
